kpoint,band,spin,mag_order,energy,weight_tot,weight_s,weight_p,weight_d,weight_f
0.4188609821,2,up,nonmagnetic,-53.020244387228935,0.998343,0.0,0.998168,0.00016999999999999999,5e-06
0.4510810577,2,up,nonmagnetic,-53.02843218443681,0.998216,0.0,0.9980190000000001,0.000195,2e-06
0.4833011332,2,up,nonmagnetic,-53.039871579005755,0.99813,0.0,0.997925,0.000205,0.0
0.5155212088000001,2,up,nonmagnetic,-53.05158820317548,0.998042,0.0,0.997828,0.000213,0.0
0.5477412843,2,up,nonmagnetic,-53.06349500772209,0.997951,0.0,0.9977299999999999,0.000217,3e-06
0.5799613599,2,up,nonmagnetic,-53.07550233112866,0.997858,0.0,0.997632,0.00021899999999999998,7.000000000000001e-06
0.6121814354,2,up,nonmagnetic,-53.08751833496737,0.997764,0.0,0.997533,0.000217,1.4000000000000001e-05
0.644401511,2,up,nonmagnetic,-53.099449874663875,0.9976700000000001,0.0,0.9974350000000001,0.00021099999999999998,2.3e-05
0.6766215865,2,up,nonmagnetic,-53.11187407650428,0.9975959999999999,0.0,0.9973540000000001,0.00021,3.2e-05
0.7088416620999999,2,up,nonmagnetic,-53.12350577393823,0.9975069999999999,0.0,0.9972629999999999,0.000199,4.4e-05
0.7410617376,2,up,nonmagnetic,-53.134797329046926,0.9974200000000001,0.0,0.9971760000000001,0.00018600000000000002,5.7999999999999994e-05
0.7732818131999999,2,up,nonmagnetic,-53.14566049530551,0.9973360000000001,0.0,0.997093,0.00016999999999999999,7.3e-05
0.8055018887000001,2,up,nonmagnetic,-53.1560098017505,0.9972559999999999,0.0,0.997014,0.000153,8.9e-05
0.8377219643000001,2,up,nonmagnetic,-53.16576323326443,0.997181,0.0,0.996941,0.000134,0.000106
